term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
LJP008_THP1_24H_O03_PD-0325901_1.11uM down	0fdf3f57-c330-4328-8a15-784d1d9603cb	250	2.1782444603109083e-95	3.654669446731943e-89	18.015615720524018	91	LJP008	THP1	24H	O03	PD-0325901	1.11uM	down
REP.B016_THP1_24H_A19_palbociclib_2.22uM down	466445d6-4b14-40b4-a3f7-c6a82c6ecef4	250	2.0014670922617555e-90	1.6790357473661175e-84	17.421694323144106	88	REP.B016	THP1	24H	A19	palbociclib	2.22uM	down
LJP008_THP1_24H_O02_PD-0325901_3.33uM down	4e034354-a4fe-4f52-91ad-020be4bacf4f	250	3.5976423060978937e-87	2.0120474164608587e-81	17.02574672489083	86	LJP008	THP1	24H	O02	PD-0325901	3.33uM	down
LJP008_THP1_24H_O01_PD-0325901_10uM down	1b394b51-eac7-4b53-a1c7-bba0173efbd9	250	1.4690992118351504e-85	4.929724006226149e-80	16.82777292576419	85	LJP008	THP1	24H	O01	PD-0325901	10uM	down
ERG005_VCAP_24H_J08_fluphenazine_4uM up	985ddc0f-365d-4c7e-9bf8-9ae821af49a1	250	1.4690992118351504e-85	4.929724006226149e-80	16.82777292576419	85	ERG005	VCAP	24H	J08	fluphenazine	4uM	up
ERG005_VCAP_24H_C12_sirolimus_20uM down	0c1f4ebb-95a8-4029-a327-87bb40ec7579	250	2.2719878281693633e-82	3.176627115034749e-77	16.431825327510918	83	ERG005	VCAP	24H	C12	sirolimus	20uM	down
ERG005_VCAP_24H_E09_tretinoin_1.11uM up	a29956e1-fea1-46ed-87d4-23267d1b4b01	250	2.2719878281693633e-82	3.176627115034749e-77	16.431825327510918	83	ERG005	VCAP	24H	E09	tretinoin	1.11uM	up
REP.B016_THP1_24H_A20_palbociclib_0.74uM down	ac3b1dcb-0098-45b4-93cc-724fd699170a	250	2.2719878281693633e-82	3.176627115034749e-77	16.431825327510918	83	REP.B016	THP1	24H	A20	palbociclib	0.74uM	down
DPK.CP001_A549_24H_L04_nutlin-3_10uM down	587219b8-5578-488e-84e9-6f25ad7f433a	250	2.2719878281693633e-82	3.176627115034749e-77	16.431825327510918	83	DPK.CP001	A549	24H	L04	nutlin-3	10uM	down
REP.B018_A375_24H_J19_AMG-232_2.22uM down	7a22bf9b-7a60-4f5c-aa81-418f0758fe2f	250	2.2719878281693633e-82	3.176627115034749e-77	16.431825327510918	83	REP.B018	A375	24H	J19	AMG-232	2.22uM	down
XPR008_MCF7.311_96H_H09_RPL8 down	d8cac060-b897-4245-a94f-09ceddb339c7	250	2.2719878281693633e-82	3.176627115034749e-77	16.431825327510918	83	XPR008	MCF7.311	96H	H09	RPL8	N/A	down
