term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
REP.B019_HT29_24H_C19_bortezomib_20uM up	7a60baa8-0a93-4098-9e5e-9a287a509b79	250	1.9107345849647397e-22	1.6029200201633826e-16	3.4128830111902344	74	REP.B019	HT29	24H	C19	bortezomib	20uM	up
PBIOA003_XC.L10_24H_P17_BRD-K11246802_3.33uM down	f96f2cd6-889b-460c-a3fb-5aae1bb06ea0	250	1.9107345849647397e-22	1.6029200201633826e-16	3.4128830111902344	74	PBIOA003	XC.L10	24H	P17	BRD-K11246802	3.33uM	down
CPC006_LOVO_6H_E04_chloroquine_10uM down	264f80df-3191-4cbd-9aee-b061e596e255	250	9.202126774824786e-22	3.08787486268698e-16	3.366762970498474	73	CPC006	LOVO	6H	E04	chloroquine	10uM	down
REP.B010_A549_24H_M06_norgestrel_0.01uM up	f3492762-4fc9-48f6-bc96-1198efe2e45b	250	9.202126774824786e-22	3.08787486268698e-16	3.366762970498474	73	REP.B010	A549	24H	M06	norgestrel	0.01uM	up
CRCGN015_HEPG2_48H_N11_tetranitromethane_30uM down	8f3ceef4-4e3d-498d-8daa-63cb8aeddb91	250	9.202126774824786e-22	3.08787486268698e-16	3.366762970498474	73	CRCGN015	HEPG2	48H	N11	tetranitromethane	30uM	down
REP.B003_PC3_24H_M24_rotundine_0.01uM up	4af35336-1015-4120-a43a-f70a997f64ef	250	4.3412073590871515e-21	1.0405284875876027e-15	3.320642929806714	72	REP.B003	PC3	24H	M24	rotundine	0.01uM	up
REP.A023_A549_24H_J07_doxofylline_10uM up	44795f46-4e92-42ce-a455-61b4b839f335	250	4.3412073590871515e-21	1.0405284875876027e-15	3.320642929806714	72	REP.A023	A549	24H	J07	doxofylline	10uM	up
REP.B010_A549_24H_P22_BMY-14802_0.08uM up	276a072a-bc23-49cb-b622-7540f708fec1	250	2.0058746761046034e-20	1.9796862123186376e-15	3.2745228891149547	71	REP.B010	A549	24H	P22	BMY-14802	0.08uM	up
XPR044_DANG.311_96H_L02_FBXO7 up	52a59942-8ef5-43e3-b79b-5ef85043e8ba	250	2.0058746761046034e-20	1.9796862123186376e-15	3.2745228891149547	71	XPR044	DANG.311	96H	L02	FBXO7	N/A	up
REP.B019_HT29_24H_F24_umeclidinium_0.01uM down	f6484538-4028-4b3c-9bbf-7ab7828c820e	250	2.0058746761046034e-20	1.9796862123186376e-15	3.2745228891149547	71	REP.B019	HT29	24H	F24	umeclidinium	0.01uM	down
