gene_name	gene_id	log2FoldChange	pvalue	padj
FTL	ENSG00000087086	1.538115	0	0
ABHD4	ENSG00000100439	3.154165	0	0
PLA2G6	ENSG00000184381	1.898866	0	0
HSPA1A	ENSG00000204389	2.470025	0	0
NEAT1	ENSG00000245532	2.821553	0	0
MYO15B	ENSG00000266714	1.99339	1.242065e-275	2.335359e-272
UBC	ENSG00000150991	1.142419	1.893721e-263	2.913232e-260
RP11-439L8.4	ENSG00000223907	2.001311	1.965557e-259	2.771763e-256
LGALS8	ENSG00000116977	1.779753	1.104835e-255	1.438155e-252
IDS	ENSG00000010404	1.771558	1.834055e-241	2.216849e-238
MAP1A	ENSG00000166963	1.752208	4.174682e-238	4.155528e-235
ATHL1	ENSG00000142102	1.418939	2.544853e-227	2.050667e-224
FAM219A	ENSG00000164970	2.130756	2.269958e-224	1.670097e-221
TPT1	ENSG00000133112	1.199422	4.273071e-218	2.892356e-215
BSDC1	ENSG00000160058	1.417149	1.297519e-214	7.571249e-212
SLC7A11	ENSG00000151012	1.836071	1.415067e-197	6.651602e-195
ACADVL	ENSG00000072778	1.301681	1.625434e-183	6.548952e-181
HSPA1B	ENSG00000204388	1.813263	1.481987e-182	5.699587e-180
SAMD9L	ENSG00000177409	2.454267	2.981644e-174	9.893212e-172
KLHL24	ENSG00000114796	2.24264	6.921667e-168	2.129608e-165
FAIM3	ENSG00000162894	1.866105	7.521644e-166	2.27288e-163
RAB37	ENSG00000172794	1.370724	6.465453e-165	1.886352e-162
MAFG	ENSG00000197063	1.380321	1.32133e-157	3.606377e-155
TEX19	ENSG00000182459	2.543258	2.119833e-152	5.052368e-150
PARVG	ENSG00000138964	1.242561	4.985906e-152	1.171826e-149
RPL3	ENSG00000100316	1.111999	1.710584e-148	3.80875e-146
C14orf159	ENSG00000133943	1.299075	4.664975e-146	1.01206e-143
GLIPR1	ENSG00000139278	1.666398	5.659671e-146	1.212316e-143
FAM211A-AS1	ENSG00000175061	1.047026	1.486726e-142	3.031131e-140
TXNRD1	ENSG00000198431	1.047635	3.987527e-142	8.032968e-140
CTSD	ENSG00000117984	1.498765	8.962408e-141	1.76351e-138
ISG20	ENSG00000172183	2.542732	9.318374e-137	1.677506e-134
FLYWCH1	ENSG00000059122	1.827006	1.023692e-133	1.715139e-131
LINC00963	ENSG00000204054	3.239302	1.490381e-133	2.472571e-131
SCPEP1	ENSG00000121064	2.064798	1.753374e-133	2.88064e-131
STAT2	ENSG00000170581	1.310547	5.567426e-130	8.723332e-128
BTN3A3	ENSG00000111801	1.514585	6.234065e-128	9.253758e-126
TSPYL2	ENSG00000184205	1.76353	6.34293e-128	9.333484e-126
RNF24	ENSG00000101236	1.389244	8.995967e-127	1.290083e-124
RFFL	ENSG00000092871	1.60115	1.304426e-125	1.839458e-123
DYNC1H1	ENSG00000197102	1.025662	2.608124e-125	3.647494e-123
KLF6	ENSG00000067082	1.521521	1.194868e-124	1.643866e-122
LRP10	ENSG00000197324	2.18213	1.783771e-124	2.414798e-122
GPATCH2L	ENSG00000089916	1.105976	4.092423e-124	5.49619e-122
AC159540.1	ENSG00000230606	1.344962	1.532217e-122	1.994475e-120
HIST2H2BE	ENSG00000184678	1.950072	5.332129e-122	6.887808e-120
KCNAB2	ENSG00000069424	1.057204	1.636756e-121	2.066954e-119
SQSTM1	ENSG00000161011	1.296682	4.847865e-120	5.657625e-118
PBXIP1	ENSG00000163346	1.301588	1.459501e-119	1.668762e-117
ZFAS1	ENSG00000177410	1.322909	5.73278e-119	6.46734e-117
LAPTM5	ENSG00000162511	1.240472	5.671161e-118	6.151756e-116
YPEL5	ENSG00000119801	2.258343	5.311508e-117	5.688692e-115
FAM229A	ENSG00000225828	1.622583	3.17429e-112	3.122985e-110
CHRM3-AS2	ENSG00000233355	2.067845	8.298104e-112	8.070145e-110
GABARAPL1	ENSG00000139112	3.106312	5.363177e-111	5.098634e-109
MLLT11	ENSG00000213190	1.11472	1.550214e-110	1.449321e-108
MYO18A	ENSG00000196535	1.174347	2.115461e-110	1.966914e-108
NAP1L2	ENSG00000186462	2.244166	2.039964e-108	1.836185e-106
WDR19	ENSG00000157796	1.39951	4.57906e-108	4.078255e-106
LINC00649	ENSG00000237945	1.187794	2.61698e-107	2.294535e-105
RP11-439L8.3	ENSG00000228682	2.189182	7.850687e-107	6.812786e-105
CALCOCO1	ENSG00000012822	1.610356	1.565843e-106	1.345036e-104
BTG2	ENSG00000159388	1.355451	1.619342e-106	1.383965e-104
APOL2	ENSG00000128335	1.415436	1.421382e-105	1.184858e-103
RP11-443P15.2	ENSG00000171658	4.001174	2.845874e-105	2.360681e-103
TFE3	ENSG00000068323	1.410029	3.064213e-104	2.445878e-102
EPHX1	ENSG00000143819	2.597447	4.286587e-104	3.405522e-102
CD96	ENSG00000153283	1.337291	4.56682e-104	3.611202e-102
TBC1D17	ENSG00000104946	1.470754	2.274426e-103	1.773633e-101
MT-RNR2	ENSG00000210082	1.114181	2.691557e-103	2.07975e-101
KLHL21	ENSG00000162413	1.218676	6.899653e-102	5.235692e-100
PHF1	ENSG00000112511	1.334874	9.796292e-102	7.400574e-100
CHPF2	ENSG00000033100	1.378987	1.995087e-101	1.493844e-99
NLRP1	ENSG00000091592	1.773387	7.263101e-101	5.390623e-99
FLCN	ENSG00000154803	1.196831	1.739126e-99	1.274004e-97
ATP6V0A1	ENSG00000033627	2.17571	1.346246e-98	9.653039e-97
NOL3	ENSG00000140939	2.519002	1.407365e-97	9.681071e-96
CD84	ENSG00000066294	1.799944	4.453866e-97	3.014733e-95
PHTF1	ENSG00000116793	1.915048	5.038292e-97	3.383253e-95
PPP1R3E	ENSG00000235194	1.348524	2.45131e-96	1.626708e-94
DNAJB4	ENSG00000162616	2.232625	2.649292e-95	1.737648e-93
CTAGE5	ENSG00000150527	1.264918	6.96799e-93	4.432795e-91
IFI44	ENSG00000137965	1.181882	4.831674e-92	3.017033e-90
CLCN7	ENSG00000103249	1.07439	9.471936e-92	5.871213e-90
KLC4	ENSG00000137171	1.56698	8.033254e-91	4.820522e-89
SRGN	ENSG00000122862	2.05161	1.574953e-90	9.318655e-89
GOLGB1	ENSG00000173230	1.026567	3.441816e-90	2.008359e-88
C6orf48	ENSG00000204387	1.072491	1.920148e-89	1.105195e-87
MPZ	ENSG00000158887	2.668077	4.699806e-89	2.668796e-87
SNHG14	ENSG00000224078	1.258975	1.037441e-86	5.644878e-85
ARRDC3	ENSG00000113369	1.273894	3.228732e-86	1.740019e-84
PHF11	ENSG00000136147	1.198087	4.94485e-86	2.639645e-84
KIAA1683	ENSG00000130518	2.05078	1.93786e-85	1.0184e-83
PPAPDC1B	ENSG00000147535	1.232635	7.471814e-85	3.890401e-83
RP11-326C3.2	ENSG00000255026	1.85285	1.438658e-84	7.467784e-83
BTN3A1	ENSG00000026950	1.21008	1.018765e-83	5.224106e-82
HBP1	ENSG00000105856	1.489222	7.49305e-82	3.685971e-80
PCYT1A	ENSG00000161217	1.157436	8.164169e-82	4.004466e-80
ABTB1	ENSG00000114626	1.746633	2.650006e-81	1.288604e-79
PGPEP1	ENSG00000130517	1.715896	4.196233e-81	2.023039e-79
PLOD3	ENSG00000106397	1.504577	1.939087e-80	9.089536e-79
ABCA7	ENSG00000064687	1.181261	8.408263e-80	3.835165e-78
MXD4	ENSG00000123933	1.870695	1.964441e-79	8.912136e-78
ZMAT1	ENSG00000166432	1.033422	2.867821e-79	1.283843e-77
CYB5R1	ENSG00000159348	1.975532	4.186244e-79	1.864201e-77
RP3-368A4.5	ENSG00000271430	1.449389	5.226537e-79	2.315274e-77
PCYT1B	ENSG00000102230	1.736487	1.172154e-78	5.151999e-77
FBXO30	ENSG00000118496	1.473757	2.484778e-75	1.020568e-73
IFRD1	ENSG00000006652	1.163376	5.924612e-75	2.421649e-73
SPON2	ENSG00000159674	1.253886	3.474396e-74	1.386645e-72
PDCD4	ENSG00000150593	1.293744	3.704708e-74	1.471621e-72
FAM214A	ENSG00000047346	2.095391	4.35213e-73	1.67379e-71
MIAT	ENSG00000225783	2.687009	7.454835e-73	2.841232e-71
DNHD1	ENSG00000179532	1.132374	2.323966e-72	8.739144e-71
NPC2	ENSG00000119655	1.350124	4.046092e-71	1.46927e-69
ANXA2	ENSG00000182718	1.299826	6.07061e-71	2.195019e-69
SYNE1	ENSG00000131018	1.553492	3.390013e-69	1.180366e-67
SLC48A1	ENSG00000211584	1.790141	6.450378e-69	2.232174e-67
TMEM173	ENSG00000184584	1.210872	2.841601e-68	9.597918e-67
SPTBN4	ENSG00000160460	2.020766	1.535714e-67	5.135842e-66
ACAP3	ENSG00000131584	1.17619	4.683215e-67	1.550868e-65
IL17RE	ENSG00000163701	1.832174	1.379228e-66	4.531902e-65
DNAJB2	ENSG00000135924	1.396369	5.931584e-66	1.922878e-64
PHYKPL	ENSG00000175309	1.205515	9.741262e-65	3.075404e-63
CAPS	ENSG00000105519	1.458168	2.483277e-64	7.796291e-63
RNASEL	ENSG00000135828	1.602335	5.095468e-64	1.579222e-62
MIR4435-1HG	ENSG00000172965	1.559138	9.324987e-64	2.869044e-62
ACAD11	ENSG00000240303	1.2097	1.050635e-63	3.220806e-62
TBXAS1	ENSG00000059377	2.093377	2.064614e-63	6.306388e-62
RUFY3	ENSG00000018189	1.28009	4.967773e-63	1.495812e-61
PLK1S1	ENSG00000088970	1.174292	5.431751e-63	1.632613e-61
SLC2A3	ENSG00000059804	1.889088	5.445419e-63	1.633819e-61
FGF11	ENSG00000161958	1.011634	1.323154e-61	3.840551e-60
CLDN15	ENSG00000106404	1.129869	1.679698e-61	4.842224e-60
OSGIN1	ENSG00000140961	3.511021	5.582425e-61	1.593015e-59
KIAA0319	ENSG00000137261	3.567996	2.254221e-60	6.357654e-59
CREBRF	ENSG00000164463	2.12829	3.79116e-59	1.033076e-57
RASAL3	ENSG00000105122	1.458739	3.809549e-59	1.036418e-57
TPM2	ENSG00000198467	1.096902	1.372655e-58	3.686994e-57
CCPG1	ENSG00000260916	3.209035	3.661116e-58	9.695368e-57
SYTL1	ENSG00000142765	1.130041	1.819087e-57	4.750401e-56
SMARCA2	ENSG00000080503	1.340749	3.995694e-57	1.040233e-55
SLC10A7	ENSG00000120519	1.51975	7.600298e-57	1.957568e-55
MBNL2	ENSG00000139793	1.025598	7.748844e-57	1.992795e-55
ATP6V1A	ENSG00000114573	1.084954	1.066637e-56	2.730656e-55
PIK3IP1	ENSG00000100100	2.539078	1.612548e-55	3.989407e-54
TNRC6C-AS1	ENSG00000204282	1.168128	3.708147e-55	9.067812e-54
GCNT4	ENSG00000176928	1.67925	2.896187e-54	6.902714e-53
KCND1	ENSG00000102057	1.99311	3.705609e-54	8.782398e-53
TOM1L2	ENSG00000175662	1.263168	4.022344e-54	9.519734e-53
TMEM57	ENSG00000204178	1.071308	7.840096e-54	1.837536e-52
CELF6	ENSG00000140488	2.104963	1.013852e-53	2.369669e-52
PPP1R15A	ENSG00000087074	1.438717	1.204362e-53	2.803331e-52
RP1-90J20.11	ENSG00000261015	2.716237	1.755346e-53	4.074617e-52
BHLHE40	ENSG00000134107	1.176683	8.08456e-53	1.851244e-51
NFAT5	ENSG00000102908	1.031345	1.347355e-52	3.064509e-51
INO80B	ENSG00000115274	1.225704	4.290332e-52	9.628781e-51
RNF103	ENSG00000239305	1.107151	9.427399e-52	2.096326e-50
GIMAP5	ENSG00000196329	1.231734	1.323549e-51	2.927725e-50
JUN	ENSG00000177606	1.560571	2.25432e-51	4.954234e-50
GBP3	ENSG00000117226	1.348098	3.360527e-51	7.29998e-50
ALKBH6	ENSG00000239382	1.224526	4.855522e-51	1.052051e-49
HIST1H2AC	ENSG00000180573	2.297607	9.911072e-51	2.120293e-49
TXNIP	ENSG00000117289	1.194147	1.123699e-50	2.400913e-49
TPT1-AS1	ENSG00000170919	1.262581	1.887239e-50	3.996979e-49
KDM7A	ENSG00000006459	1.129989	3.836039e-50	8.063783e-49
NIPAL3	ENSG00000001461	1.797097	9.43649e-50	1.961723e-48
