gene_name	gene_id	log2FoldChange	pvalue	padj
CTSF	ENSG00000174080	1.043371	1.120058e-05	0.003104508
LINC00116	ENSG00000175701	-1.02888	1.915108e-05	0.004498663
OSM	ENSG00000099985	-1.036968	1.355398e-05	0.003526801
AC007347.1	ENSG00000214696	-1.352314	1.944391e-06	0.0006886386
BAD	ENSG00000002330	-1.01821	1.509793e-06	0.0005661723
HIST3H2A	ENSG00000181218	-1.371533	1.360599e-06	0.0005256858
PTGIS	ENSG00000124212	-1.047647	1.177861e-06	0.0005005908
LIF	ENSG00000128342	-1.284526	1.04204e-06	0.0004581382
RP11-958N24.1	ENSG00000183458	-1.599908	5.746056e-07	0.0002616508
HIST2H3D	ENSG00000183598	-1.308213	1.680888e-07	9.741513e-05
CCDC85B	ENSG00000175602	-1.542683	1.477107e-07	9.198806e-05
MIF	ENSG00000240972	-1.24765	1.403648e-07	9.198806e-05
CCDC124	ENSG00000007080	-1.252941	7.555296e-08	6.020627e-05
HELZ2	ENSG00000130589	-1.017835	1.642819e-08	1.904177e-05
HIST1H2AL	ENSG00000198374	-1.190719	7.269414e-10	1.158563e-06
PKD1P1	ENSG00000244257	-1.583427	6.228767e-10	1.134525e-06
TELO2	ENSG00000100726	-1.179969	1.812889e-10	4.622868e-07
ISG15	ENSG00000187608	-1.103012	1.025173e-11	3.267738e-08
HIST2H2AA3	ENSG00000183558	-1.170165	6.152616e-12	2.614862e-08
RAVER1	ENSG00000161847	-1.334492	4.58319e-15	2.921783e-11
MBD3	ENSG00000071655	-1.2997	2.561039e-16	3.265325e-12
