term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
CPC006_A375_6H_C06_AS-605240_10uM down	64ead29c-1a0b-46de-a51b-72a0256d7fc3	250	2.1695474815666327e-28	3.6400776123099044e-22	4.833886914378029	66	CPC006	A375	6H	C06	AS-605240	10uM	down
LKCP001_U2OS_6H_G01_nilotinib_10uM up	7261506a-bc89-42bf-b7a0-159cdd574f4b	250	1.5099011905072647e-27	1.2666598834695206e-21	4.76064620355412	65	LKCP001	U2OS	6H	G01	nilotinib	10uM	up
CPC006_A375_6H_J09_YM-155_0.3uM up	4d5d1636-e920-45d9-9639-818a1a388454	250	1.0271351091615045e-26	2.87222070304453e-21	4.6874054927302105	64	CPC006	A375	6H	J09	YM-155	0.3uM	up
CVD001_HEPG2_24H_D18_PD-98059_4uM down	3013669c-2f0e-494c-895e-e881d352860e	250	1.0271351091615045e-26	2.87222070304453e-21	4.6874054927302105	64	CVD001	HEPG2	24H	D18	PD-98059	4uM	down
PAC068_U2OS_6H_M16_BRD-K40260328_10uM up	e3437ff0-6933-4025-be2d-28a3a3e301a2	250	1.0271351091615045e-26	2.87222070304453e-21	4.6874054927302105	64	PAC068	U2OS	6H	M16	BRD-K40260328	10uM	up
LJP008_SKL_24H_O02_PD-0325901_3.33uM down	9a6ca24a-5aea-4ca4-b1f5-9b0745697835	250	1.0271351091615045e-26	2.87222070304453e-21	4.6874054927302105	64	LJP008	SKL	24H	O02	PD-0325901	3.33uM	down
PAC001_U2OS_6H_K13_BML-259_10uM up	c3b41e26-302a-4472-b0ce-b9e3b2399485	250	6.828423121876931e-26	1.2729736062223029e-20	4.6141647819063	63	PAC001	U2OS	6H	K13	BML-259	10uM	up
REP.A005_A375_24H_I21_dabrafenib_1.11uM down	5493fd8d-9c3f-4cfd-a3e9-07a7419863fc	250	6.828423121876931e-26	1.2729736062223029e-20	4.6141647819063	63	REP.A005	A375	24H	I21	dabrafenib	1.11uM	down
XPR009_MCF7.311_96H_L08_SCN10A down	7b8b7fff-0b51-4da0-9311-40c82820ff88	250	6.828423121876931e-26	1.2729736062223029e-20	4.6141647819063	63	XPR009	MCF7.311	96H	L08	SCN10A	N/A	down
PAC040_U2OS_6H_C17_BRD-K45343543_10uM down	86a599c3-51e4-4435-878c-3868431491e8	250	4.435453604454814e-25	5.3155901677302216e-20	4.540924071082391	62	PAC040	U2OS	6H	C17	BRD-K45343543	10uM	down
PAC067_U2OS_6H_B24_fluphenazine_20uM up	b2f51ad2-2bef-43a1-a949-ca1e94214561	250	4.435453604454814e-25	5.3155901677302216e-20	4.540924071082391	62	PAC067	U2OS	6H	B24	fluphenazine	20uM	up
REP.B020_MCF7_24H_J22_bimatoprost_0.08uM down	bb626c03-90f9-4946-9ee7-19633ac85e0c	250	4.435453604454814e-25	5.3155901677302216e-20	4.540924071082391	62	REP.B020	MCF7	24H	J22	bimatoprost	0.08uM	down
PAC069_U2OS_6H_K12_BRD-A84909344_20uM up	964f95f4-b510-4bd2-935b-895d5e2b6942	250	4.435453604454814e-25	5.3155901677302216e-20	4.540924071082391	62	PAC069	U2OS	6H	K12	BRD-A84909344	20uM	up
PAC069_U2OS_6H_P09_STK-397047_20uM up	9d79c2cf-cc06-4a15-b326-ce3e2406854c	250	4.435453604454814e-25	5.3155901677302216e-20	4.540924071082391	62	PAC069	U2OS	6H	P09	STK-397047	20uM	up
LJP007_MDAMB231_24H_G04_KW-2449_0.37uM down	06266500-408b-4564-93be-5be626fe283d	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	LJP007	MDAMB231	24H	G04	KW-2449	0.37uM	down
XPR036_MCF7.311_96H_O01_DYRK2 up	191b854f-1db3-44f4-a968-62831c740b84	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	XPR036	MCF7.311	96H	O01	DYRK2	N/A	up
PAC069_U2OS_6H_F16_BRD-K74980345_20uM down	32595918-50ee-4ec3-9bf3-9cac9222981e	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	PAC069	U2OS	6H	F16	BRD-K74980345	20uM	down
PAC001_U2OS_6H_M12_ZM-336372_12.5uM up	d006cfe9-e1d2-4b05-93ef-79e9496c315a	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	PAC001	U2OS	6H	M12	ZM-336372	12.5uM	up
REP.B003_A375_24H_A20_alvespimycin_0.74uM down	7635c810-8ec3-4c16-869b-6f939c142486	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	REP.B003	A375	24H	A20	alvespimycin	0.74uM	down
MOAR016_HAP1.RELA_24H_A18_trametinib_0.66uM down	0de8e982-55aa-40d2-a47b-d7a5d9d7ed90	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	MOAR016	HAP1.RELA	24H	A18	trametinib	0.66uM	down
CPC006_A375_6H_M14_tivozanib_10uM down	2a0f73b9-df97-4762-83bd-abb271724946	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	CPC006	A375	6H	M14	tivozanib	10uM	down
LJP005_MDAMB231_3H_H24_TGX-221_0.04uM down	a4d7bbd5-8429-42a2-84fa-9e504c1c2707	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	LJP005	MDAMB231	3H	H24	TGX-221	0.04uM	down
PAC040_U2OS_6H_B19_BRD-K83272071_10uM down	27337377-86c2-49c9-96df-8989d86aaba7	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	PAC040	U2OS	6H	B19	BRD-K83272071	10uM	down
CPC006_A375_6H_D04_selumetinib_80uM down	633fbb0f-549a-4fec-b6e8-378f887484b0	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	CPC006	A375	6H	D04	selumetinib	80uM	down
PAC001_U2OS_6H_E15_BRD-K64246525_10uM up	5c7ff5ba-5d07-404e-9ddd-117c60b5832a	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	PAC001	U2OS	6H	E15	BRD-K64246525	10uM	up
CEGS001_NPC.215_24H_C17_oxiracetam_8uM up	e1a4f6b6-4a6e-466a-bf31-c6d533f8fb2e	250	2.8144147175916614e-24	1.8161688789418758e-19	4.467683360258481	61	CEGS001	NPC.215	24H	C17	oxiracetam	8uM	up
CPC006_A375_6H_M06_vemurafenib_10uM down	ef368275-6d6f-4270-81af-5bfcd8b4a041	250	1.744113783556074e-23	6.805308899114647e-19	4.394442649434572	60	CPC006	A375	6H	M06	vemurafenib	10uM	down
REP.A001_A375_24H_G03_lestaurtinib_1.11uM down	3b4487a2-4abb-4b04-8948-ace22256da26	250	1.744113783556074e-23	6.805308899114647e-19	4.394442649434572	60	REP.A001	A375	24H	G03	lestaurtinib	1.11uM	down
FIBR002_MCLF117SZ_6H_C01_tivozanib_4uM down	5f167e36-af06-4e57-a5cd-1e792186327b	250	1.744113783556074e-23	6.805308899114647e-19	4.394442649434572	60	FIBR002	MCLF117SZ	6H	C01	tivozanib	4uM	down
PAC040_U2OS_6H_D03_BRD-K22698363_10uM down	bf300e2f-8c2e-48db-bf59-b00fe1755adb	250	1.744113783556074e-23	6.805308899114647e-19	4.394442649434572	60	PAC040	U2OS	6H	D03	BRD-K22698363	10uM	down
